MONTH,DAY_OF_MONTH,DAY_OF_WEEK,OP_UNIQUE_CARRIER,TAIL_NUM,OP_CARRIER_FL_NUM,ORIGIN_AIRPORT_ID,ORIGIN,ORIGIN_CITY_NAME,DEST_AIRPORT_ID,DEST,DEST_CITY_NAME,CRS_DEP_TIME,DEP_TIME,DEP_DELAY_NEW,DEP_DEL15,DEP_TIME_BLK,CRS_ARR_TIME,ARR_TIME,ARR_DELAY_NEW,ARR_TIME_BLK,CANCELLED,CANCELLATION_CODE,CRS_ELAPSED_TIME,ACTUAL_ELAPSED_TIME,DISTANCE,DISTANCE_GROUP,CARRIER_DELAY,WEATHER_DELAY,NAS_DELAY,SECURITY_DELAY,LATE_AIRCRAFT_DELAY,...33
1,26,6,NK,N664NK,186,13204,MCO,"Orlando, FL",10821,BWI,"Baltimore, MD",1155,1153,0,0,1100-1159,1408,1347,0,1400-1459,0,,133,114,787,4,,,,,,
1,25,5,WN,N786SW,375,11697,FLL,"Fort Lauderdale, FL",15304,TPA,"Tampa, FL",0605,0600,0,0,0600-0659,0710,0657,0,0700-0759,0,,65,57,197,1,,,,,,
1,17,4,DL,N916DE,2061,10397,ATL,"Atlanta, GA",13360,MLB,"Melbourne, FL",1220,1219,0,0,1200-1259,1348,1342,0,1300-1359,0,,88,83,442,2,,,,,,
1,13,7,AA,N343PN,85,11057,CLT,"Charlotte, NC",13303,MIA,"Miami, FL",1634,1718,44,1,1600-1659,1856,1914,18,1800-1859,0,,142,116,650,3,2,0,0,0,16,
1,14,1,AS,N923VA,1369,10721,BOS,"Boston, MA",12892,LAX,"Los Angeles, CA",1830,1911,41,1,1800-1859,2215,2232,17,2200-2259,0,,405,381,2611,11,0,0,0,0,17,
1,25,5,AS,N457AS,654,14747,SEA,"Seattle, WA",14893,SMF,"Sacramento, CA",1945,1946,1,0,1900-1959,2130,2125,0,2100-2159,0,,105,99,605,3,,,,,,
1,3,4,AA,N4032T,2537,13303,MIA,"Miami, FL",10821,BWI,"Baltimore, MD",0851,0846,0,0,0800-0859,1122,1115,0,1100-1159,0,,151,149,946,4,,,,,,
1,29,2,AA,N108UW,1796,11057,CLT,"Charlotte, NC",15304,TPA,"Tampa, FL",1819,1822,3,0,1800-1859,2006,1950,0,2000-2059,0,,107,88,507,3,,,,,,
1,21,1,WN,N7844A,290,11259,DAL,"Dallas, TX",12892,LAX,"Los Angeles, CA",0615,0617,2,0,0600-0659,0750,0745,0,0700-0759,0,,215,208,1246,5,,,,,,
1,19,6,WN,N8618N,5295,11292,DEN,"Denver, CO",12889,LAS,"Las Vegas, NV",0950,0954,4,0,0900-0959,1050,1038,0,1000-1059,0,,120,104,628,3,,,,,,
1,13,7,OO,N184SY,3368,14831,SJC,"San Jose, CA",10423,AUS,"Austin, TX",1825,1814,0,0,1800-1859,2355,2352,0,2300-2359,0,,210,218,1476,6,,,,,,
1,14,1,OO,N283SY,3843,12953,LGA,"New York, NY",14524,RIC,"Richmond, VA",2059,2114,15,1,2000-2059,2238,2239,1,2200-2259,0,,99,85,292,2,,,,,,
1,15,2,9E,N330PQ,5409,13487,MSP,"Minneapolis, MN",11298,DFW,"Dallas/Fort Worth, TX",0906,0913,7,0,0900-0959,1214,1205,0,1200-1259,0,,188,172,852,4,,,,,,
1,21,1,NK,N642NK,250,13204,MCO,"Orlando, FL",13487,MSP,"Minneapolis, MN",1216,1207,0,0,1200-1259,1455,1455,0,1400-1459,0,,219,228,1310,6,,,,,,
2,10,7,G4,230NV,1777,12544,USA,"Concord, NC",11697,FLL,"Fort Lauderdale, FL",1729,1720,0,0,1700-1759,1927,1907,0,1900-1959,0,,118,107,643,3,,,,,,
2,6,3,WN,N258WN,1778,14893,SMF,"Sacramento, CA",14679,SAN,"San Diego, CA",1605,1601,0,0,1600-1659,1740,1720,0,1700-1759,0,,95,79,480,2,,,,,,
2,11,1,AA,N337PJ,1231,11697,FLL,"Fort Lauderdale, FL",11298,DFW,"Dallas/Fort Worth, TX",0525,0521,0,0,0001-0559,0743,0734,0,0700-0759,0,,198,193,1119,5,,,,,,
2,22,5,DL,N947DL,1836,13244,MEM,"Memphis, TN",10397,ATL,"Atlanta, GA",1447,1451,4,0,1400-1459,1710,1705,0,1700-1759,0,,83,74,332,2,,,,,,
2,7,4,B6,N584JB,1013,12478,JFK,"New York, NY",12954,LGB,"Long Beach, CA",1735,1735,0,0,1700-1759,2100,2058,0,2100-2159,0,,385,383,2465,10,,,,,,
2,11,1,AA,N952UW,1990,14100,PHL,"Philadelphia, PA",12451,JAX,"Jacksonville, FL",1030,1022,0,0,1000-1059,1256,1321,25,1200-1259,0,,146,179,742,3,0,0,25,0,0,
2,18,1,9E,N932XJ,3360,14635,RSW,"Fort Myers, FL",12953,LGA,"New York, NY",1943,2000,17,1,1900-1959,2233,2310,37,2200-2259,0,,170,190,1080,5,0,0,20,0,17,
2,9,6,AS,N926VA,1337,11697,FLL,"Fort Lauderdale, FL",12892,LAX,"Los Angeles, CA",1940,2130,110,1,1900-1959,2240,0012,92,2200-2259,0,,360,342,2343,10,37,0,0,0,55,
2,16,6,MQ,N653AE,3993,13930,ORD,"Chicago, IL",11823,FWA,"Fort Wayne, IN",0830,0827,0,0,0800-0859,1028,1018,0,1000-1059,0,,58,51,157,1,,,,,,
2,22,5,UA,N25201,1785,12264,IAD,"Washington, DC",11697,FLL,"Fort Lauderdale, FL",0815,0809,0,0,0800-0859,1056,1045,0,1000-1059,0,,161,156,901,4,,,,,,
2,14,4,WN,N7864B,523,13198,MCI,"Kansas City, MO",13342,MKE,"Milwaukee, WI",0840,0841,1,0,0800-0859,1005,0956,0,1000-1059,0,,85,75,436,2,,,,,,
2,16,6,G4,311NV,35,14570,RNO,"Reno, NV",12889,LAS,"Las Vegas, NV",1703,1709,6,0,1700-1759,1816,1850,34,1800-1859,0,,73,101,345,2,0,0,28,0,6,
2,9,6,B6,N579JB,2338,10800,BUR,"Burbank, CA",10721,BOS,"Boston, MA",2000,2007,7,0,2000-2059,0419,0343,0,0001-0559,0,,319,276,2601,11,,,,,,
2,13,3,WN,N8711Q,1326,12339,IND,"Indianapolis, IN",11292,DEN,"Denver, CO",1100,1104,4,0,1100-1159,1150,1152,2,1100-1159,0,,170,168,977,4,,,,,,
2,17,7,WN,N451WN,4474,14831,SJC,"San Jose, CA",14679,SAN,"San Diego, CA",1900,1920,20,1,1900-1959,2020,2037,17,2000-2059,0,,80,77,417,2,0,0,0,0,17,
2,16,6,WN,N7835A,3243,11259,DAL,"Dallas, TX",10397,ATL,"Atlanta, GA",1450,1506,16,1,1400-1459,1750,1750,0,1700-1759,0,,120,104,721,3,,,,,,
2,21,4,OO,N805SK,3615,13487,MSP,"Minneapolis, MN",11648,FCA,"Kalispell, MT",1125,1332,127,1,1100-1159,1358,1752,,1300-1359,0,,213,,1026,5,,,,,,
2,27,3,G4,250NV,699,13796,OAK,"Oakland, CA",10466,AZA,"Phoenix, AZ",1415,1428,13,0,1400-1459,1708,1724,16,1700-1759,0,,113,116,668,3,0,0,3,0,13,
2,14,4,YX,N728YX,3431,11618,EWR,"Newark, NJ",14492,RDU,"Raleigh/Durham, NC",1030,1026,0,0,1000-1059,1223,1204,0,1200-1259,0,,113,98,416,2,,,,,,
2,26,2,AA,N895NN,2495,14492,RDU,"Raleigh/Durham, NC",11057,CLT,"Charlotte, NC",1257,1251,0,0,1200-1259,1404,1347,0,1400-1459,0,,67,56,130,1,,,,,,
2,16,6,WN,N922WN,2761,14831,SJC,"San Jose, CA",14908,SNA,"Santa Ana, CA",1115,1111,0,0,1100-1159,1230,1234,4,1200-1259,0,,75,83,342,2,,,,,,
2,3,7,B6,N318JB,844,10994,CHS,"Charleston, SC",11278,DCA,"Washington, DC",1523,1513,0,0,1500-1559,1655,1628,0,1600-1659,0,,92,75,444,2,,,,,,
2,6,3,DL,N953AT,2751,13487,MSP,"Minneapolis, MN",11057,CLT,"Charlotte, NC",0845,0843,0,0,0800-0859,1238,1228,0,1200-1259,0,,173,165,930,4,,,,,,
2,16,6,DL,N374NW,1318,14262,PSP,"Palm Springs, CA",13487,MSP,"Minneapolis, MN",1416,1414,0,0,1400-1459,1944,1915,0,1900-1959,0,,208,181,1454,6,,,,,,
2,28,4,AA,N812NN,2778,10397,ATL,"Atlanta, GA",11298,DFW,"Dallas/Fort Worth, TX",1003,0954,0,0,1000-1059,1140,1154,14,1100-1159,0,,157,180,731,3,,,,,,
2,25,1,AA,N939UW,438,14107,PHX,"Phoenix, AZ",14679,SAN,"San Diego, CA",0837,0831,0,0,0800-0859,0855,0844,0,0800-0859,0,,78,73,304,2,,,,,,
2,15,5,DL,N906AT,1671,14747,SEA,"Seattle, WA",14771,SFO,"San Francisco, CA",2130,2151,21,1,2100-2159,2342,2353,11,2300-2359,0,,132,122,679,3,,,,,,
2,28,4,AA,N913US,1331,13495,MSY,"New Orleans, LA",11057,CLT,"Charlotte, NC",1210,1202,0,0,1200-1259,1504,1453,0,1500-1559,0,,114,111,651,3,,,,,,
2,21,4,OO,N820SK,3868,12266,IAH,"Houston, TX",14869,SLC,"Salt Lake City, UT",1057,1453,236,1,1000-1059,1315,1702,227,1300-1359,0,,198,189,1195,5,23,0,0,0,204,
2,28,4,MQ,N841AE,4047,14842,SJT,"San Angelo, TX",11298,DFW,"Dallas/Fort Worth, TX",1613,1610,0,0,1600-1659,1720,1720,0,1700-1759,0,,67,70,229,1,,,,,,
2,18,1,AA,N815AW,2042,14771,SFO,"San Francisco, CA",14107,PHX,"Phoenix, AZ",0601,0558,0,0,0600-0659,0900,0854,0,0900-0959,0,,119,116,651,3,,,,,,
2,2,6,WN,N926WN,2944,10423,AUS,"Austin, TX",10821,BWI,"Baltimore, MD",1105,1100,0,0,1100-1159,1505,1501,0,1500-1559,0,,180,181,1342,6,,,,,,
2,19,2,OH,N509AE,5490,12992,LIT,"Little Rock, AR",11057,CLT,"Charlotte, NC",1816,1846,30,1,1800-1859,2113,2200,47,2100-2159,0,,117,134,640,3,0,0,17,0,30,
2,8,5,AA,N195UW,514,11057,CLT,"Charlotte, NC",11298,DFW,"Dallas/Fort Worth, TX",0945,0938,0,0,0900-0959,1154,1137,0,1100-1159,0,,189,179,936,4,,,,,,
2,23,6,OH,N564NN,5640,11057,CLT,"Charlotte, NC",10693,BNA,"Nashville, TN",1145,1137,0,0,1100-1159,1224,1225,1,1200-1259,0,,99,108,328,2,,,,,,
2,12,2,OO,N934SW,5683,12892,LAX,"Los Angeles, CA",11109,COS,"Colorado Springs, CO",0812,0803,0,0,0800-0859,1145,1127,0,1100-1159,0,,153,144,833,4,,,,,,
2,5,2,AS,N839VA,1123,14771,SFO,"San Francisco, CA",14747,SEA,"Seattle, WA",1815,1810,0,0,1800-1859,2025,2048,23,2000-2059,0,,130,158,679,3,0,0,23,0,0,
2,22,5,AS,N593AS,895,14679,SAN,"San Diego, CA",12173,HNL,"Honolulu, HI",0900,0923,23,1,0900-0959,1335,1347,12,1300-1359,0,,395,384,2614,11,,,,,,
2,19,2,DL,N917DN,2545,13487,MSP,"Minneapolis, MN",14100,PHL,"Philadelphia, PA",1015,1007,0,0,1000-1059,1357,1320,0,1300-1359,0,,162,133,980,4,,,,,,
2,26,2,HA,N494HA,514,12982,LIH,"Lihue, HI",12173,HNL,"Honolulu, HI",1906,1902,0,0,1900-1959,1942,1938,0,1900-1959,0,,36,36,102,1,,,,,,
2,11,1,WN,N7828A,1025,14831,SJC,"San Jose, CA",14679,SAN,"San Diego, CA",1435,1531,56,1,1400-1459,1555,1647,52,1500-1559,0,,80,76,417,2,0,0,0,0,52,
2,19,2,AA,N973NN,235,14843,SJU,"San Juan, PR",14100,PHL,"Philadelphia, PA",0608,0605,0,0,0600-0659,0920,0906,0,0900-0959,0,,252,241,1576,7,,,,,,
2,3,7,DL,N879DN,492,13487,MSP,"Minneapolis, MN",14679,SAN,"San Diego, CA",0850,0849,0,0,0800-0859,1049,1050,1,1000-1059,0,,239,241,1532,7,,,,,,
2,25,1,F9,N328FR,451,10792,BUF,"Buffalo, NY",11292,DEN,"Denver, CO",1216,1223,7,0,1200-1259,1434,1437,3,1400-1459,0,,258,254,1359,6,,,,,,
2,22,5,UA,N68834,2155,12266,IAH,"Houston, TX",13930,ORD,"Chicago, IL",1822,1822,0,0,1800-1859,2100,2040,0,2100-2159,0,,158,138,925,4,,,,,,
2,2,6,MQ,N698CB,3692,13930,ORD,"Chicago, IL",11067,CMI,"Champaign/Urbana, IL",1820,,,,1800-1859,1914,,,1900-1959,1,B,54,,135,1,,,,,,
2,2,6,YV,N86344,6160,12266,IAH,"Houston, TX",11996,GSP,"Greer, SC",1945,2003,18,1,1900-1959,2255,2325,30,2200-2259,0,,130,142,837,4,30,0,0,0,0,
2,20,3,WN,N220WN,695,10721,BOS,"Boston, MA",12339,IND,"Indianapolis, IN",0700,0659,0,0,0700-0759,0945,0949,4,0900-0959,0,,165,170,818,4,,,,,,
2,25,1,9E,N903XJ,3368,15016,STL,"St. Louis, MO",12953,LGA,"New York, NY",1446,1817,211,1,1400-1459,1816,2129,193,1800-1859,0,,150,132,888,4,0,0,83,0,110,
2,16,6,WN,N7725A,3658,11540,ELP,"El Paso, TX",12889,LAS,"Las Vegas, NV",1810,1827,17,1,1800-1859,1900,1928,28,1900-1959,0,,110,121,583,3,0,0,11,0,17,
2,7,4,WN,N7862A,2033,14683,SAT,"San Antonio, TX",11259,DAL,"Dallas, TX",1755,1832,37,1,1700-1759,1900,1931,31,1900-1959,0,,65,59,247,1,9,0,0,0,22,
2,6,3,AS,N237AK,122,10299,ANC,"Anchorage, AK",14747,SEA,"Seattle, WA",0135,0211,36,1,0001-0559,0558,0626,28,0001-0559,0,,203,195,1448,6,0,0,0,0,28,
2,21,4,WN,N456WN,680,10397,ATL,"Atlanta, GA",14107,PHX,"Phoenix, AZ",1900,1935,35,1,1900-1959,2120,2154,34,2100-2159,0,,260,259,1587,7,0,0,34,0,0,
2,7,4,B6,N324JB,2751,15304,TPA,"Tampa, FL",14843,SJU,"San Juan, PR",0935,0920,0,0,0900-0959,1323,1311,0,1300-1359,0,,168,171,1237,5,,,,,,
2,10,7,MQ,N267NN,3476,11066,CMH,"Columbus, OH",13930,ORD,"Chicago, IL",0703,0659,0,0,0700-0759,0745,0726,0,0700-0759,0,,102,87,296,2,,,,,,
2,27,3,UA,N768UA,724,12173,HNL,"Honolulu, HI",14771,SFO,"San Francisco, CA",1410,1422,12,0,1400-1459,2104,2103,0,2100-2159,0,,294,281,2398,10,,,,,,
2,15,5,9E,N8891A,5371,14492,RDU,"Raleigh/Durham, NC",12339,IND,"Indianapolis, IN",1048,1042,0,0,1000-1059,1239,1218,0,1200-1259,0,,111,96,489,2,,,,,,
2,28,4,DL,N983DL,2223,10257,ALB,"Albany, NY",10397,ATL,"Atlanta, GA",1830,1822,0,0,1800-1859,2130,2051,0,2100-2159,0,,180,149,853,4,,,,,,
2,28,4,OO,N124SY,5940,13930,ORD,"Chicago, IL",10397,ATL,"Atlanta, GA",1252,1249,0,0,1200-1259,1559,1557,0,1500-1559,0,,127,128,606,3,,,,,,
2,12,2,9E,N341PQ,5095,10397,ATL,"Atlanta, GA",10868,CAE,"Columbia, SC",0824,0824,0,0,0800-0859,0928,0918,0,0900-0959,0,,64,54,192,1,,,,,,
2,18,1,AA,N963TW,2616,13851,OKC,"Oklahoma City, OK",11298,DFW,"Dallas/Fort Worth, TX",0839,0843,4,0,0800-0859,0955,0946,0,0900-0959,0,,76,63,175,1,,,,,,
2,21,4,WN,N744SW,753,13232,MDW,"Chicago, IL",11259,DAL,"Dallas, TX",1345,1413,28,1,1300-1359,1605,1647,42,1600-1659,0,,140,154,793,4,26,0,14,0,2,
2,26,2,MQ,N261NN,3883,11298,DFW,"Dallas/Fort Worth, TX",11995,GSO,"Greensboro/High Point, NC",1116,1113,0,0,1100-1159,1446,1426,0,1400-1459,0,,150,133,999,4,,,,,,
2,1,5,WN,N457WN,462,14908,SNA,"Santa Ana, CA",13796,OAK,"Oakland, CA",2045,2039,0,0,2000-2059,2210,2205,0,2200-2259,0,,85,86,371,2,,,,,,
2,20,3,OO,N879AS,3118,13342,MKE,"Milwaukee, WI",13930,ORD,"Chicago, IL",1001,,,,1000-1059,1059,,,1000-1059,1,B,58,,67,1,,,,,,
2,14,4,YV,N249LR,5869,10279,AMA,"Amarillo, TX",14107,PHX,"Phoenix, AZ",0855,0847,0,0,0800-0859,1010,1008,0,1000-1059,0,,135,141,602,3,,,,,,
2,26,2,YX,N865RW,3657,11057,CLT,"Charlotte, NC",12266,IAH,"Houston, TX",1830,1955,85,1,1800-1859,2028,2211,103,2000-2059,0,,178,196,912,4,0,0,18,0,85,
2,27,3,UA,N488UA,488,14869,SLC,"Salt Lake City, UT",12266,IAH,"Houston, TX",0915,0912,0,0,0900-0959,1322,1253,0,1300-1359,0,,187,161,1195,5,,,,,,
2,14,4,UA,N37420,775,13930,ORD,"Chicago, IL",11292,DEN,"Denver, CO",1245,1241,0,0,1200-1259,1430,1413,0,1400-1459,0,,165,152,888,4,,,,,,
2,1,5,WN,N259WN,1686,13232,MDW,"Chicago, IL",12191,HOU,"Houston, TX",2045,2153,68,1,2000-2059,2335,0015,40,2300-2359,0,,170,142,937,4,0,0,0,0,40,
2,1,5,DL,N913DN,716,10397,ATL,"Atlanta, GA",14683,SAT,"San Antonio, TX",0849,0842,0,0,0800-0859,1031,1008,0,1000-1059,0,,162,146,874,4,,,,,,
2,25,1,OH,N590NN,5316,14524,RIC,"Richmond, VA",11057,CLT,"Charlotte, NC",1755,1746,0,0,1700-1759,1925,1905,0,1900-1959,0,,90,79,257,2,,,,,,
2,23,6,DL,N3769L,2640,14747,SEA,"Seattle, WA",14869,SLC,"Salt Lake City, UT",1315,1318,3,0,1300-1359,1611,1557,0,1600-1659,0,,116,99,689,3,,,,,,
2,11,1,UA,N76269,2390,13930,ORD,"Chicago, IL",14057,PDX,"Portland, OR",1045,1040,0,0,1000-1059,1322,1313,0,1300-1359,0,,277,273,1739,7,,,,,,
2,18,1,AA,N869NN,337,12953,LGA,"New York, NY",13930,ORD,"Chicago, IL",1130,1256,86,1,1100-1159,1321,1431,70,1300-1359,0,,171,155,733,3,0,0,0,0,70,
2,26,2,EV,N13978,4141,12266,IAH,"Houston, TX",10279,AMA,"Amarillo, TX",1445,1437,0,0,1400-1459,1634,1629,0,1600-1659,0,,109,112,517,3,,,,,,
2,4,1,OO,N809CA,4106,14696,SBN,"South Bend, IN",10397,ATL,"Atlanta, GA",1655,1648,0,0,1600-1659,1914,1839,0,1900-1959,0,,139,111,566,3,,,,,,
2,16,6,OO,N809CA,3833,12156,HLN,"Helena, MT",14869,SLC,"Salt Lake City, UT",1430,1417,0,0,1400-1459,1609,1600,0,1600-1659,0,,99,103,402,2,,,,,,
2,20,3,DL,N333NW,2325,10397,ATL,"Atlanta, GA",11298,DFW,"Dallas/Fort Worth, TX",1148,1155,7,0,1100-1159,1311,1325,14,1300-1359,0,,143,150,731,3,,,,,,
2,15,5,EV,N903EV,4024,12264,IAD,"Washington, DC",10785,BTV,"Burlington, VT",1715,1713,0,0,1700-1759,1850,1838,0,1800-1859,0,,95,85,441,2,,,,,,
2,14,4,MQ,N622AE,3665,11298,DFW,"Dallas/Fort Worth, TX",15919,XNA,"Fayetteville, AR",1631,1627,0,0,1600-1659,1742,1739,0,1700-1759,0,,71,72,280,2,,,,,,
2,24,7,9E,N147PQ,5035,12953,LGA,"New York, NY",11066,CMH,"Columbus, OH",1510,1536,26,1,1500-1559,1721,1726,5,1700-1759,0,,131,110,479,2,,,,,,
2,17,7,9E,N228PQ,3486,15412,TYS,"Knoxville, TN",10397,ATL,"Atlanta, GA",0615,0609,0,0,0600-0659,0715,0701,0,0700-0759,0,,60,52,152,1,,,,,,
2,6,3,DL,N353DN,968,13487,MSP,"Minneapolis, MN",14107,PHX,"Phoenix, AZ",0855,0916,21,1,0800-0859,1149,1212,23,1100-1159,0,,234,236,1276,6,21,0,2,0,0,
2,13,3,AA,N9619V,2363,11298,DFW,"Dallas/Fort Worth, TX",10693,BNA,"Nashville, TN",0900,0851,0,0,0900-0959,1047,1039,0,1000-1059,0,,107,108,631,3,,,,,,
2,26,2,AS,N607AS,61,15991,YAK,"Yakutat, AK",10926,CDV,"Cordova, AK",1205,1150,0,0,1200-1259,1255,1232,0,1200-1259,0,,50,42,213,1,,,,,,
2,20,3,OH,N576NN,5597,11278,DCA,"Washington, DC",14193,PNS,"Pensacola, FL",1939,2024,45,1,1900-1959,2108,2227,79,2100-2159,0,,149,183,816,4,2,0,34,0,43,
2,1,5,WN,N7873A,848,10800,BUR,"Burbank, CA",14771,SFO,"San Francisco, CA",1020,1137,77,1,1000-1059,1145,1252,67,1100-1159,0,,85,75,326,2,0,0,67,0,0,
2,5,2,UA,N77518,708,12892,LAX,"Los Angeles, CA",14771,SFO,"San Francisco, CA",1000,0958,0,0,1000-1059,1141,1127,0,1100-1159,0,,101,89,337,2,,,,,,
2,21,4,9E,N8980A,5293,11193,CVG,"Cincinnati, OH",10821,BWI,"Baltimore, MD",0700,0655,0,0,0700-0759,0848,0824,0,0800-0859,0,,108,89,430,2,,,,,,
2,11,1,DL,N899AT,2639,14771,SFO,"San Francisco, CA",12892,LAX,"Los Angeles, CA",1300,1253,0,0,1300-1359,1430,1420,0,1400-1459,0,,90,87,337,2,,,,,,
2,27,3,YV,N243LR,5943,11298,DFW,"Dallas/Fort Worth, TX",13158,MAF,"Midland/Odessa, TX",1445,1442,0,0,1400-1459,1600,1600,0,1600-1659,0,,75,78,309,2,,,,,,
2,26,2,9E,N8683B,5353,11203,CWA,"Mosinee, WI",11433,DTW,"Detroit, MI",0640,0635,0,0,0600-0659,0920,0855,0,0900-0959,0,,100,80,363,2,,,,,,
2,19,2,UA,N68807,2017,12266,IAH,"Houston, TX",14683,SAT,"San Antonio, TX",1155,1155,0,0,1100-1159,1258,1256,0,1200-1259,0,,63,61,191,1,,,,,,
2,6,3,9E,N8943A,5212,13930,ORD,"Chicago, IL",11193,CVG,"Cincinnati, OH",1905,1907,2,0,1900-1959,2121,2126,5,2100-2159,0,,76,79,264,2,,,,,,
2,20,3,9E,N147PQ,5172,10792,BUF,"Buffalo, NY",11433,DTW,"Detroit, MI",1150,1148,0,0,1100-1159,1318,1303,0,1300-1359,0,,88,75,241,1,,,,,,
2,5,2,OO,N941SW,5995,14696,SBN,"South Bend, IN",13930,ORD,"Chicago, IL",2035,,,,2000-2059,2043,,,2000-2059,1,B,68,,84,1,,,,,,
2,4,1,YV,N329MS,5910,12448,JAN,"Jackson/Vicksburg, MS",11298,DFW,"Dallas/Fort Worth, TX",0924,0917,0,0,0900-0959,1104,1101,0,1100-1159,0,,100,104,408,2,,,,,,
2,1,5,MQ,N650AE,3401,13367,MLI,"Moline, IL",13930,ORD,"Chicago, IL",0605,0647,42,1,0600-0659,0720,0819,59,0700-0759,0,,75,92,139,1,0,42,17,0,0,
2,8,5,OO,N459SW,4128,10397,ATL,"Atlanta, GA",15323,TRI,"Bristol/Johnson City/Kingsport, TN",0811,0811,0,0,0800-0859,0921,0914,0,0900-0959,0,,70,63,227,1,,,,,,
2,27,3,DL,N842DN,1617,10397,ATL,"Atlanta, GA",13198,MCI,"Kansas City, MO",0815,0815,0,0,0800-0859,0931,0918,0,0900-0959,0,,136,123,692,3,,,,,,
2,19,2,UA,N63899,1812,11292,DEN,"Denver, CO",11697,FLL,"Fort Lauderdale, FL",1714,1716,2,0,1700-1759,2258,2321,23,2200-2259,0,,224,245,1703,7,0,0,23,0,0,
2,8,5,WN,N7860A,4522,14679,SAN,"San Diego, CA",14831,SJC,"San Jose, CA",1415,1413,0,0,1400-1459,1535,1547,12,1500-1559,0,,80,94,417,2,,,,,,
2,25,1,DL,N3731T,890,14747,SEA,"Seattle, WA",11193,CVG,"Cincinnati, OH",2255,2255,0,0,2200-2259,0612,0601,0,0600-0659,0,,257,246,1965,8,,,,,,
2,6,3,OH,N725PS,5486,11996,GSP,"Greer, SC",14100,PHL,"Philadelphia, PA",0739,0734,0,0,0700-0759,0930,0900,0,0900-0959,0,,111,86,515,3,,,,,,
2,3,7,WN,N8515X,1318,13495,MSY,"New Orleans, LA",15304,TPA,"Tampa, FL",1850,1842,0,0,1800-1859,2120,2109,0,2100-2159,0,,90,87,488,2,,,,,,
2,27,3,WN,N563WN,1078,14107,PHX,"Phoenix, AZ",14908,SNA,"Santa Ana, CA",1445,1454,9,0,1400-1459,1510,1508,0,1500-1559,0,,85,74,338,2,,,,,,
2,27,3,B6,N329JB,1331,10721,BOS,"Boston, MA",12953,LGA,"New York, NY",1710,1712,2,0,1700-1759,1841,1838,0,1800-1859,0,,91,86,184,1,,,,,,
2,19,2,OH,N505AE,5295,12478,JFK,"New York, NY",11278,DCA,"Washington, DC",1715,1717,2,0,1700-1759,1836,1829,0,1800-1859,0,,81,72,213,1,,,,,,
2,13,3,WN,N409WN,707,14107,PHX,"Phoenix, AZ",14831,SJC,"San Jose, CA",1510,,,,1500-1559,1615,,,1600-1659,1,A,125,,621,3,,,,,,
2,27,3,B6,N373JB,796,10397,ATL,"Atlanta, GA",10721,BOS,"Boston, MA",1903,1928,25,1,1900-1959,2142,2147,5,2100-2159,0,,159,139,946,4,,,,,,
2,7,4,WN,N8605E,1342,14771,SFO,"San Francisco, CA",11292,DEN,"Denver, CO",0625,0636,11,0,0600-0659,1000,1006,6,1000-1059,0,,155,150,967,4,,,,,,
2,12,2,WN,N7814B,840,12892,LAX,"Los Angeles, CA",12889,LAS,"Las Vegas, NV",1910,1907,0,0,1900-1959,2020,2008,0,2000-2059,0,,70,61,236,1,,,,,,
2,15,5,UA,N480UA,2162,14107,PHX,"Phoenix, AZ",14771,SFO,"San Francisco, CA",1650,1650,0,0,1600-1659,1754,1758,4,1700-1759,0,,124,128,651,3,,,,,,
2,23,6,UA,N79541,1875,14771,SFO,"San Francisco, CA",14057,PDX,"Portland, OR",0830,0835,5,0,0800-0859,1019,1018,0,1000-1059,0,,109,103,550,3,,,,,,
2,19,2,YX,N743YX,3588,14492,RDU,"Raleigh/Durham, NC",11618,EWR,"Newark, NJ",1740,1740,0,0,1700-1759,1930,1917,0,1900-1959,0,,110,97,416,2,,,,,,
2,19,2,WN,N268WN,164,11697,FLL,"Fort Lauderdale, FL",10693,BNA,"Nashville, TN",1945,2200,135,1,1900-1959,2115,2304,109,2100-2159,0,,150,124,793,4,0,0,0,0,109,
2,11,1,AA,N177US,483,13930,ORD,"Chicago, IL",11057,CLT,"Charlotte, NC",1825,1832,7,0,1800-1859,2118,2132,14,2100-2159,0,,113,120,599,3,,,,,,
2,1,5,G4,218NV,1776,11697,FLL,"Fort Lauderdale, FL",12544,USA,"Concord, NC",1230,1354,84,1,1200-1259,1430,1554,84,1400-1459,0,,120,120,643,3,67,0,0,0,17,
2,21,4,AA,N925AN,1242,11298,DFW,"Dallas/Fort Worth, TX",13204,MCO,"Orlando, FL",1450,1459,9,0,1400-1459,1822,1818,0,1800-1859,0,,152,139,985,4,,,,,,
2,25,1,AA,N944UW,1683,14100,PHL,"Philadelphia, PA",10423,AUS,"Austin, TX",1035,1030,0,0,1000-1059,1352,1351,0,1300-1359,0,,257,261,1430,6,,,,,,
2,20,3,MQ,N809AE,4058,11049,CLL,"College Station/Bryan, TX",11298,DFW,"Dallas/Fort Worth, TX",1033,1028,0,0,1000-1059,1140,1126,0,1100-1159,0,,67,58,164,1,,,,,,
2,5,2,AA,N708UW,689,10529,BDL,"Hartford, CT",14100,PHL,"Philadelphia, PA",1835,1826,0,0,1800-1859,2020,1941,0,2000-2059,0,,105,75,196,1,,,,,,
