MONTH,DAY_OF_MONTH,DAY_OF_WEEK,OP_UNIQUE_CARRIER,TAIL_NUM,OP_CARRIER_FL_NUM,ORIGIN_AIRPORT_ID,ORIGIN,ORIGIN_CITY_NAME,DEST_AIRPORT_ID,DEST,DEST_CITY_NAME,CRS_DEP_TIME,DEP_TIME,DEP_DELAY_NEW,DEP_DEL15,DEP_TIME_BLK,CRS_ARR_TIME,ARR_TIME,ARR_DELAY_NEW,ARR_TIME_BLK,CANCELLED,CANCELLATION_CODE,CRS_ELAPSED_TIME,ACTUAL_ELAPSED_TIME,DISTANCE,DISTANCE_GROUP,CARRIER_DELAY,WEATHER_DELAY,NAS_DELAY,SECURITY_DELAY,LATE_AIRCRAFT_DELAY,...33
1,9,3,9E,N923XJ,5271,12478,JFK,"New York, NY",10792,BUF,"Buffalo, NY",2129,2147,18,1,2100-2159,2305,2303,0,2300-2359,0,,96,76,301,2,,,,,,
1,16,3,DL,N776DE,1012,12892,LAX,"Los Angeles, CA",14492,RDU,"Raleigh/Durham, NC",1035,1035,0,0,1000-1059,1815,1815,0,1800-1859,0,,280,280,2239,9,,,,,,
1,12,6,OO,N710SK,3257,11298,DFW,"Dallas/Fort Worth, TX",13377,MLU,"Monroe, LA",2050,2040,0,0,2000-2059,2205,2150,0,2200-2259,0,,75,70,293,2,,,,,,
1,19,6,NK,N903NK,762,15304,TPA,"Tampa, FL",10397,ATL,"Atlanta, GA",1130,1210,40,1,1100-1159,1309,1343,34,1300-1359,0,,99,93,406,2,9,0,25,0,0,
1,20,7,MQ,N263NN,3990,13930,ORD,"Chicago, IL",11618,EWR,"Newark, NJ",1512,,,,1500-1559,1827,,,1800-1859,1,C,135,,719,3,,,,,,
1,22,2,YX,N115HQ,4482,14122,PIT,"Pittsburgh, PA",11278,DCA,"Washington, DC",0621,0621,0,0,0600-0659,0739,0810,31,0700-0759,0,,78,109,204,1,0,0,31,0,0,
1,2,3,9E,N934XJ,5406,10792,BUF,"Buffalo, NY",12953,LGA,"New York, NY",0630,0627,0,0,0600-0659,0816,0744,0,0800-0859,0,,106,77,292,2,,,,,,
1,17,4,OO,N715SK,3139,12892,LAX,"Los Angeles, CA",11638,FAT,"Fresno, CA",1032,1032,0,0,1000-1059,1138,1145,7,1100-1159,0,,66,73,209,1,,,,,,
1,4,5,DL,N828DN,2555,12889,LAS,"Las Vegas, NV",13487,MSP,"Minneapolis, MN",1437,1451,14,0,1400-1459,1945,1937,0,1900-1959,0,,188,166,1299,6,,,,,,
1,15,2,WN,N7752B,310,12339,IND,"Indianapolis, IN",10821,BWI,"Baltimore, MD",0720,0716,0,0,0700-0759,0855,0853,0,0800-0859,0,,95,97,516,3,,,,,,
1,12,6,OO,N262SY,3736,13487,MSP,"Minneapolis, MN",13930,ORD,"Chicago, IL",1518,1557,39,1,1500-1559,1706,1731,25,1700-1759,0,,108,94,334,2,0,0,23,0,2,
1,22,2,AS,N848VA,1642,14057,PDX,"Portland, OR",12889,LAS,"Las Vegas, NV",1825,1902,37,1,1800-1859,2030,2100,30,2000-2059,0,,125,118,763,4,0,0,0,0,30,
1,28,1,WN,N733SA,1766,14893,SMF,"Sacramento, CA",14057,PDX,"Portland, OR",0635,0628,0,0,0600-0659,0805,0759,0,0800-0859,0,,90,91,479,2,,,,,,
1,23,3,F9,N719FR,100,10397,ATL,"Atlanta, GA",14843,SJU,"San Juan, PR",1112,1104,0,0,1100-1159,1547,1537,0,1500-1559,0,,215,213,1547,7,,,,,,
1,22,2,WN,N710SW,775,12889,LAS,"Las Vegas, NV",12892,LAX,"Los Angeles, CA",2140,2139,0,0,2100-2159,2255,2241,0,2200-2259,0,,75,62,236,1,,,,,,
1,23,3,OO,N208SY,5396,14771,SFO,"San Francisco, CA",15376,TUS,"Tucson, AZ",1910,1905,0,0,1900-1959,2218,2154,0,2200-2259,0,,128,109,751,4,,,,,,
1,13,7,AA,N975AN,2390,13303,MIA,"Miami, FL",13204,MCO,"Orlando, FL",1935,1933,0,0,1900-1959,2043,2034,0,2000-2059,0,,68,61,192,1,,,,,,
1,30,3,DL,N848DN,2184,10140,ABQ,"Albuquerque, NM",10397,ATL,"Atlanta, GA",0605,0559,0,0,0600-0659,1105,1047,0,1100-1159,0,,180,168,1269,6,,,,,,
1,31,4,NK,N692NK,734,11298,DFW,"Dallas/Fort Worth, TX",11433,DTW,"Detroit, MI",2025,2055,30,1,2000-2059,2359,0047,48,2300-2359,0,,154,172,986,4,0,0,18,0,30,
1,26,6,AA,N585UW,1694,11057,CLT,"Charlotte, NC",13303,MIA,"Miami, FL",0735,0734,0,0,0700-0759,0945,0936,0,0900-0959,0,,130,122,650,3,,,,,,
1,14,1,DL,N390DA,1386,13244,MEM,"Memphis, TN",12892,LAX,"Los Angeles, CA",0601,0553,0,0,0600-0659,0820,0818,0,0800-0859,0,,259,265,1619,7,,,,,,
1,2,3,WN,N7752B,362,12889,LAS,"Las Vegas, NV",14831,SJC,"San Jose, CA",1415,1415,0,0,1400-1459,1545,1531,0,1500-1559,0,,90,76,386,2,,,,,,
1,10,4,OO,N760SK,3268,11298,DFW,"Dallas/Fort Worth, TX",12448,JAN,"Jackson/Vicksburg, MS",1430,1444,14,0,1400-1459,1554,1600,6,1500-1559,0,,84,76,408,2,,,,,,
1,3,4,DL,N915AT,2443,14869,SLC,"Salt Lake City, UT",14831,SJC,"San Jose, CA",2215,2207,0,0,2200-2259,2323,2249,0,2300-2359,0,,128,102,584,3,,,,,,
1,27,7,OH,N725PS,5251,11057,CLT,"Charlotte, NC",11617,EWN,"New Bern/Morehead/Beaufort, NC",2220,2214,0,0,2200-2259,2320,2320,0,2300-2359,0,,60,66,221,1,,,,,,
1,11,5,B6,N589JB,675,12478,JFK,"New York, NY",13495,MSY,"New Orleans, LA",0728,0728,0,0,0700-0759,1001,0936,0,1000-1059,0,,213,188,1182,5,,,,,,
1,17,4,AS,N844VA,1958,14771,SFO,"San Francisco, CA",14679,SAN,"San Diego, CA",1500,1455,0,0,1500-1559,1630,1629,0,1600-1659,0,,90,94,447,2,,,,,,
1,31,4,UA,N68817,444,12889,LAS,"Las Vegas, NV",12892,LAX,"Los Angeles, CA",0745,0737,0,0,0700-0759,0919,0951,32,0900-0959,0,,94,134,236,1,0,0,32,0,0,
1,2,3,OH,N516AE,5580,11057,CLT,"Charlotte, NC",11953,GNV,"Gainesville, FL",2210,2208,0,0,2200-2259,2334,2340,6,2300-2359,0,,84,92,388,2,,,,,,
1,3,4,OO,N429SW,3594,14869,SLC,"Salt Lake City, UT",14252,PSC,"Pasco/Kennewick/Richland, WA",1511,1504,0,0,1500-1559,1608,1544,0,1600-1659,0,,117,100,521,3,,,,,,
1,9,3,UA,N418UA,816,14747,SEA,"Seattle, WA",14771,SFO,"San Francisco, CA",1435,1426,0,0,1400-1459,1648,1632,0,1600-1659,0,,133,126,679,3,,,,,,
1,11,5,YX,N649RW,3757,10693,BNA,"Nashville, TN",12266,IAH,"Houston, TX",1825,1816,0,0,1800-1859,2050,2040,0,2000-2059,0,,145,144,657,3,,,,,,
1,21,1,AA,N952UW,2138,11278,DCA,"Washington, DC",10721,BOS,"Boston, MA",2200,,,,2200-2259,2326,,,2300-2359,1,B,86,,399,2,,,,,,
1,17,4,G4,222NV,412,15412,TYS,"Knoxville, TN",14112,PIE,"St. Petersburg, FL",1243,1236,0,0,1200-1259,1423,1408,0,1400-1459,0,,100,92,550,3,,,,,,
1,21,1,UA,N407UA,427,13930,ORD,"Chicago, IL",12953,LGA,"New York, NY",0730,0729,0,0,0700-0759,1041,1057,16,1000-1059,0,,131,148,733,3,0,0,16,0,0,
1,4,5,WN,N8515X,2728,13232,MDW,"Chicago, IL",10821,BWI,"Baltimore, MD",0530,0527,0,0,0001-0559,0815,0802,0,0800-0859,0,,105,95,611,3,,,,,,
1,2,3,WN,N766SW,4963,13232,MDW,"Chicago, IL",12892,LAX,"Los Angeles, CA",0720,0719,0,0,0700-0759,1005,0940,0,1000-1059,0,,285,261,1750,8,,,,,,
1,22,2,B6,N590JB,22,14027,PBI,"West Palm Beach/Palm Beach, FL",10721,BOS,"Boston, MA",2020,0101,281,1,2000-2059,2317,0349,272,2300-2359,0,,177,168,1197,5,238,0,0,0,34,
1,7,1,YX,N441YX,4642,11278,DCA,"Washington, DC",13487,MSP,"Minneapolis, MN",1509,1457,0,0,1500-1559,1711,1654,0,1700-1759,0,,182,177,931,4,,,,,,
1,28,1,DL,N353NB,883,14574,ROA,"Roanoke, VA",10397,ATL,"Atlanta, GA",0710,0734,24,1,0700-0759,0853,0918,25,0800-0859,0,,103,104,357,2,24,0,1,0,0,
1,2,3,WN,N447WN,3328,10423,AUS,"Austin, TX",12206,HRL,"Harlingen/San Benito, TX",1850,1935,45,1,1800-1859,1955,2044,49,1900-1959,0,,65,69,273,2,16,0,4,0,29,
1,3,4,UA,N45440,1900,14771,SFO,"San Francisco, CA",14679,SAN,"San Diego, CA",1100,1119,19,1,1100-1159,1229,1244,15,1200-1259,0,,89,85,447,2,15,0,0,0,0,
1,25,5,AA,N978UY,1677,10721,BOS,"Boston, MA",14100,PHL,"Philadelphia, PA",1617,1610,0,0,1600-1659,1805,1746,0,1800-1859,0,,108,96,280,2,,,,,,
1,19,6,WN,N7739A,4271,14107,PHX,"Phoenix, AZ",11259,DAL,"Dallas, TX",0630,0629,0,0,0600-0659,0945,0938,0,0900-0959,0,,135,129,879,4,,,,,,
1,10,4,YV,N922FJ,5753,12896,LBB,"Lubbock, TX",11298,DFW,"Dallas/Fort Worth, TX",0824,0818,0,0,0800-0859,0950,0940,0,0900-0959,0,,86,82,282,2,,,,,,
1,4,5,OO,N275SY,3762,12478,JFK,"New York, NY",11298,DFW,"Dallas/Fort Worth, TX",1820,1818,0,0,1800-1859,2153,2113,0,2100-2159,0,,273,235,1391,6,,,,,,
1,5,6,DL,N336DX,2715,10397,ATL,"Atlanta, GA",11433,DTW,"Detroit, MI",2243,2229,0,0,2200-2259,0038,0018,0,0001-0559,0,,115,109,594,3,,,,,,
1,18,5,EV,N13989,4282,14524,RIC,"Richmond, VA",13930,ORD,"Chicago, IL",1705,,,,1700-1759,1831,,,1800-1859,1,B,146,,642,3,,,,,,
1,16,3,WN,N8303R,186,14679,SAN,"San Diego, CA",14107,PHX,"Phoenix, AZ",1100,1111,11,0,1100-1159,1315,1318,3,1300-1359,0,,75,67,304,2,,,,,,
1,28,1,WN,N7726A,2285,15016,STL,"St. Louis, MO",11423,DSM,"Des Moines, IA",2050,2102,12,0,2000-2059,2155,2153,0,2100-2159,0,,65,51,259,2,,,,,,
1,26,6,WN,N8639B,4583,11697,FLL,"Fort Lauderdale, FL",10821,BWI,"Baltimore, MD",1135,1135,0,0,1100-1159,1415,1352,0,1400-1459,0,,160,137,925,4,,,,,,
1,11,5,MQ,N245NN,4116,15249,TLH,"Tallahassee, FL",11298,DFW,"Dallas/Fort Worth, TX",0638,0634,0,0,0600-0659,0805,0808,3,0800-0859,0,,147,154,767,4,,,,,,
1,13,7,DL,N334NW,2152,10397,ATL,"Atlanta, GA",11278,DCA,"Washington, DC",2109,2248,99,1,2100-2159,2250,0137,167,2200-2259,0,,101,169,547,3,89,0,68,0,10,
1,25,5,AA,N992AN,1522,10529,BDL,"Hartford, CT",11298,DFW,"Dallas/Fort Worth, TX",1756,1748,0,0,1700-1759,2114,2110,0,2100-2159,0,,258,262,1471,6,,,,,,
1,22,2,AA,N153AN,1042,11298,DFW,"Dallas/Fort Worth, TX",13303,MIA,"Miami, FL",0525,0517,0,0,0001-0559,0906,0859,0,0900-0959,0,,161,162,1121,5,,,,,,
1,29,2,B6,N183JB,854,11278,DCA,"Washington, DC",10721,BOS,"Boston, MA",1849,1950,61,1,1800-1859,2018,2127,69,2000-2059,0,,89,97,399,2,40,0,8,0,21,
1,11,5,B6,N179JB,2479,10721,BOS,"Boston, MA",11618,EWR,"Newark, NJ",1113,1103,0,0,1100-1159,1239,1217,0,1200-1259,0,,86,74,200,1,,,,,,
1,10,4,OH,N592NN,5149,15096,SYR,"Syracuse, NY",11057,CLT,"Charlotte, NC",1433,1441,8,0,1400-1459,1655,1659,4,1600-1659,0,,142,138,603,3,,,,,,
1,16,3,AS,N618AS,65,15841,WRG,"Wrangell, AK",14256,PSG,"Petersburg, AK",1045,1154,69,1,1000-1059,1105,,,1100-1159,0,,20,,31,1,,,,,,
1,18,5,AA,N715UW,1829,15096,SYR,"Syracuse, NY",11057,CLT,"Charlotte, NC",1928,1914,0,0,1900-1959,2141,2124,0,2100-2159,0,,133,130,603,3,,,,,,
1,4,5,OH,N583NN,5442,11042,CLE,"Cleveland, OH",11057,CLT,"Charlotte, NC",1954,1943,0,0,1900-1959,2145,2136,0,2100-2159,0,,111,113,430,2,,,,,,
1,29,2,MQ,N843AE,3437,11298,DFW,"Dallas/Fort Worth, TX",10155,ACT,"Waco, TX",1700,1656,0,0,1700-1759,1745,1740,0,1700-1759,0,,45,44,89,1,,,,,,
1,15,2,WN,N797MX,1471,15016,STL,"St. Louis, MO",12191,HOU,"Houston, TX",1150,1208,18,1,1100-1159,1405,1416,11,1400-1459,0,,135,128,687,3,,,,,,
1,20,7,UA,N56859,1767,11292,DEN,"Denver, CO",11278,DCA,"Washington, DC",0945,0942,0,0,0900-0959,1456,1445,0,1400-1459,0,,191,183,1476,6,,,,,,
1,23,3,AA,N738US,2116,11278,DCA,"Washington, DC",10721,BOS,"Boston, MA",1730,1817,47,1,1700-1759,1904,2002,58,1900-1959,0,,94,105,399,2,0,0,57,0,1,
1,20,7,AA,N835NN,2209,15016,STL,"St. Louis, MO",13930,ORD,"Chicago, IL",0941,0936,0,0,0900-0959,1104,1051,0,1100-1159,0,,83,75,258,2,,,,,,
1,21,1,WN,N8302F,48,14683,SAT,"San Antonio, TX",12892,LAX,"Los Angeles, CA",0620,0627,7,0,0600-0659,0745,0759,14,0700-0759,0,,205,212,1211,5,,,,,,
1,13,7,MQ,N905JH,3711,10685,BMI,"Bloomington/Normal, IL",13930,ORD,"Chicago, IL",0611,,,,0600-0659,0724,,,0700-0759,1,B,73,,116,1,,,,,,
1,31,4,WN,N215WN,542,14831,SJC,"San Jose, CA",14908,SNA,"Santa Ana, CA",0945,0944,0,0,0900-0959,1100,1056,0,1100-1159,0,,75,72,342,2,,,,,,
1,4,5,UA,N408UA,1935,14027,PBI,"West Palm Beach/Palm Beach, FL",11618,EWR,"Newark, NJ",1900,1854,0,0,1900-1959,2152,2132,0,2100-2159,0,,172,158,1023,5,,,,,,
1,25,5,WN,N8574Z,860,12191,HOU,"Houston, TX",10423,AUS,"Austin, TX",1420,1433,13,0,1400-1459,1520,1517,0,1500-1559,0,,60,44,148,1,,,,,,
1,18,5,UA,N837UA,2144,11292,DEN,"Denver, CO",11775,FSD,"Sioux Falls, SD",1735,1735,0,0,1700-1759,2008,1954,0,2000-2059,0,,93,79,483,2,,,,,,
1,13,7,DL,N831NW,2592,12892,LAX,"Los Angeles, CA",10397,ATL,"Atlanta, GA",2330,2331,1,0,2300-2359,0640,0625,0,0600-0659,0,,250,234,1947,8,,,,,,
1,20,7,OO,N659BR,3706,13487,MSP,"Minneapolis, MN",11637,FAR,"Fargo, ND",0844,0846,2,0,0800-0859,1010,1022,12,1000-1059,0,,86,96,223,1,,,,,,
1,29,2,WN,N791SW,2024,12892,LAX,"Los Angeles, CA",11540,ELP,"El Paso, TX",1435,1430,0,0,1400-1459,1725,1711,0,1700-1759,0,,110,101,715,3,,,,,,
1,31,4,YX,N421YX,4598,12953,LGA,"New York, NY",11433,DTW,"Detroit, MI",1859,1921,22,1,1800-1859,2115,2133,18,2100-2159,0,,136,132,502,3,18,0,0,0,0,
1,12,6,DL,N802DN,1181,10397,ATL,"Atlanta, GA",15304,TPA,"Tampa, FL",1528,1525,0,0,1500-1559,1656,1638,0,1600-1659,0,,88,73,406,2,,,,,,
1,1,2,OO,N983SW,5664,14771,SFO,"San Francisco, CA",10713,BOI,"Boise, ID",1615,1614,0,0,1600-1659,1856,1908,12,1800-1859,0,,101,114,522,3,,,,,,
1,21,1,AS,N448AS,903,12173,HNL,"Honolulu, HI",14747,SEA,"Seattle, WA",1210,1201,0,0,1200-1259,1955,1935,0,1900-1959,0,,345,334,2677,11,,,,,,
1,2,3,WN,N7858A,4299,14679,SAN,"San Diego, CA",14893,SMF,"Sacramento, CA",1535,1531,0,0,1500-1559,1710,1702,0,1700-1759,0,,95,91,480,2,,,,,,
1,21,1,MQ,N905JH,3650,13930,ORD,"Chicago, IL",15048,SUX,"Sioux City, IA",1325,1325,0,0,1300-1359,1513,1458,0,1500-1559,0,,108,93,436,2,,,,,,
1,5,6,OO,N909SW,5136,13930,ORD,"Chicago, IL",10431,AVL,"Asheville, NC",1415,1411,0,0,1400-1459,1705,1657,0,1700-1759,0,,110,106,536,3,,,,,,
1,1,2,WN,N8613K,1828,13931,ORF,"Norfolk, VA",13232,MDW,"Chicago, IL",1650,1701,11,0,1600-1659,1800,1839,39,1800-1859,0,,130,158,704,3,0,0,28,0,11,
1,8,2,WN,N202WN,5412,12889,LAS,"Las Vegas, NV",12954,LGB,"Long Beach, CA",1330,1351,21,1,1300-1359,1445,1449,4,1400-1459,0,,75,58,231,1,,,,,,
1,6,7,WN,N8551Q,6188,14831,SJC,"San Jose, CA",14747,SEA,"Seattle, WA",0700,0700,0,0,0700-0759,0915,0904,0,0900-0959,0,,135,124,696,3,,,,,,
1,17,4,G4,319NV,37,13367,MLI,"Moline, IL",12889,LAS,"Las Vegas, NV",1315,1306,0,0,1300-1359,1453,1445,0,1400-1459,0,,218,219,1376,6,,,,,,
1,10,4,AA,N665AW,2020,15304,TPA,"Tampa, FL",11057,CLT,"Charlotte, NC",0703,0658,0,0,0700-0759,0850,0844,0,0800-0859,0,,107,106,507,3,,,,,,
1,7,1,WN,N255WN,441,14893,SMF,"Sacramento, CA",14869,SLC,"Salt Lake City, UT",0910,0907,0,0,0900-0959,1145,1134,0,1100-1159,0,,95,87,532,3,,,,,,
1,12,6,WN,N943WN,4874,13796,OAK,"Oakland, CA",12892,LAX,"Los Angeles, CA",1100,1100,0,0,1100-1159,1225,1210,0,1200-1259,0,,85,70,337,2,,,,,,
1,25,5,OH,N712PS,5114,11057,CLT,"Charlotte, NC",11973,GPT,"Gulfport/Biloxi, MS",1451,1519,28,1,1400-1459,1553,1606,13,1500-1559,0,,122,107,577,3,,,,,,
1,11,5,B6,N197JB,515,10721,BOS,"Boston, MA",10792,BUF,"Buffalo, NY",0800,0751,0,0,0800-0859,0938,0919,0,0900-0959,0,,98,88,395,2,,,,,,
1,30,3,OO,N873AS,3742,12884,LAN,"Lansing, MI",11433,DTW,"Detroit, MI",1016,1049,33,1,1000-1059,1114,1157,43,1100-1159,0,,58,68,74,1,0,26,10,0,7,
1,10,4,DL,N317NB,1609,13487,MSP,"Minneapolis, MN",13198,MCI,"Kansas City, MO",0652,0647,0,0,0600-0659,0836,0806,0,0800-0859,0,,104,79,393,2,,,,,,
1,3,4,OH,N257PS,5041,11278,DCA,"Washington, DC",12323,ILM,"Wilmington, NC",0720,0720,0,0,0700-0759,0853,0852,0,0800-0859,0,,93,92,319,2,,,,,,
1,24,4,YX,N437YX,4513,12339,IND,"Indianapolis, IN",13303,MIA,"Miami, FL",0651,0646,0,0,0600-0659,0945,1017,32,0900-0959,0,,174,211,1020,5,0,0,32,0,0,
1,16,3,EV,N17159,4133,12266,IAH,"Houston, TX",13198,MCI,"Kansas City, MO",1215,1210,0,0,1200-1259,1421,1432,11,1400-1459,0,,126,142,643,3,,,,,,
1,15,2,YV,N952LR,5756,11298,DFW,"Dallas/Fort Worth, TX",11140,CRP,"Corpus Christi, TX",1440,1443,3,0,1400-1459,1558,1606,8,1500-1559,0,,78,83,354,2,,,,,,
1,26,6,AS,N281VA,1509,14908,SNA,"Santa Ana, CA",14747,SEA,"Seattle, WA",1920,1906,0,0,1900-1959,2210,2155,0,2200-2259,0,,170,169,978,4,,,,,,
1,16,3,OH,N539EA,5192,11057,CLT,"Charlotte, NC",11423,DSM,"Des Moines, IA",1320,1325,5,0,1300-1359,1458,1502,4,1400-1459,0,,158,157,815,4,,,,,,
1,9,3,AA,N715UW,1829,11057,CLT,"Charlotte, NC",15096,SYR,"Syracuse, NY",1647,1718,31,1,1600-1659,1842,1903,21,1800-1859,0,,115,105,603,3,0,0,0,0,21,
1,11,5,OO,N806SK,3631,13487,MSP,"Minneapolis, MN",13485,MSN,"Madison, WI",1331,1328,0,0,1300-1359,1451,1426,0,1400-1459,0,,80,58,228,1,,,,,,
1,3,4,NK,N536NK,504,13495,MSY,"New Orleans, LA",15304,TPA,"Tampa, FL",1847,1834,0,0,1800-1859,2114,2103,0,2100-2159,0,,87,89,488,2,,,,,,
1,3,4,B6,N779JB,576,13495,MSY,"New Orleans, LA",12478,JFK,"New York, NY",1714,1709,0,0,1700-1759,2106,2103,0,2100-2159,0,,172,174,1182,5,,,,,,
1,4,5,OH,N202PS,5120,14100,PHL,"Philadelphia, PA",10874,CAK,"Akron, OH",1809,1805,0,0,1800-1859,1948,1928,0,1900-1959,0,,99,83,335,2,,,,,,
1,29,2,WN,N551WN,1414,12953,LGA,"New York, NY",11259,DAL,"Dallas, TX",1735,1728,0,0,1700-1759,2040,2019,0,2000-2059,0,,245,231,1381,6,,,,,,
1,10,4,AA,N544UW,661,14100,PHL,"Philadelphia, PA",12889,LAS,"Las Vegas, NV",2059,2057,0,0,2000-2059,2336,2324,0,2300-2359,0,,337,327,2176,9,,,,,,
1,6,7,WN,N459WN,3621,13342,MKE,"Milwaukee, WI",12953,LGA,"New York, NY",1435,1450,15,1,1400-1459,1735,1741,6,1700-1759,0,,120,111,738,3,,,,,,
1,18,5,EV,N16178,4196,12266,IAH,"Houston, TX",11540,ELP,"El Paso, TX",1220,1215,0,0,1200-1259,1334,1330,0,1300-1359,0,,134,135,667,3,,,,,,
1,29,2,EV,N14180,4313,11042,CLE,"Cleveland, OH",12953,LGA,"New York, NY",2005,2001,0,0,2000-2059,2149,2158,9,2100-2159,0,,104,117,419,2,,,,,,
1,8,2,YV,N920FJ,5969,13485,MSN,"Madison, WI",14107,PHX,"Phoenix, AZ",0711,0705,0,0,0700-0759,1010,1012,2,1000-1059,0,,239,247,1396,6,,,,,,
1,30,3,UA,N37466,644,10423,AUS,"Austin, TX",11292,DEN,"Denver, CO",1640,1637,0,0,1600-1659,1800,1749,0,1800-1859,0,,140,132,775,4,,,,,,
1,5,6,WN,N294WN,3858,12892,LAX,"Los Angeles, CA",13796,OAK,"Oakland, CA",1745,1740,0,0,1700-1759,1905,1916,11,1900-1959,0,,80,96,337,2,,,,,,
1,2,3,AA,N753US,1846,14122,PIT,"Pittsburgh, PA",11057,CLT,"Charlotte, NC",0701,0654,0,0,0700-0759,0849,0828,0,0800-0859,0,,108,94,366,2,,,,,,
1,7,1,9E,N197PQ,3320,14524,RIC,"Richmond, VA",12953,LGA,"New York, NY",1228,1217,0,0,1200-1259,1359,1323,0,1300-1359,0,,91,66,292,2,,,,,,
1,14,1,AA,N935AN,2502,11298,DFW,"Dallas/Fort Worth, TX",10693,BNA,"Nashville, TN",1052,1049,0,0,1000-1059,1242,1228,0,1200-1259,0,,110,99,631,3,,,,,,
1,31,4,DL,N588NW,2657,12892,LAX,"Los Angeles, CA",10397,ATL,"Atlanta, GA",1305,1340,35,1,1300-1359,2022,2058,36,2000-2059,0,,257,258,1947,8,0,0,28,0,8,
1,31,4,DL,N928AT,1763,12892,LAX,"Los Angeles, CA",14893,SMF,"Sacramento, CA",2155,0611,496,1,2100-2159,2328,0739,491,2300-2359,0,,93,88,373,2,491,0,0,0,0,
1,13,7,DL,N960DL,1855,13244,MEM,"Memphis, TN",10397,ATL,"Atlanta, GA",1043,1047,4,0,1000-1059,1305,1258,0,1300-1359,0,,82,71,332,2,,,,,,
1,29,2,DL,N386DA,2319,14747,SEA,"Seattle, WA",11292,DEN,"Denver, CO",1950,1948,0,0,1900-1959,2331,2310,0,2300-2359,0,,161,142,1024,5,,,,,,
1,31,4,OO,N976SW,5763,11638,FAT,"Fresno, CA",12892,LAX,"Los Angeles, CA",0923,0918,0,0,0900-0959,1050,1219,89,1000-1059,0,,87,181,209,1,0,0,89,0,0,
1,13,7,HA,N490HA,514,12982,LIH,"Lihue, HI",12173,HNL,"Honolulu, HI",1906,1857,0,0,1900-1959,1942,1932,0,1900-1959,0,,36,35,102,1,,,,,,
1,20,7,EV,N21537,4082,11618,EWR,"Newark, NJ",14576,ROC,"Rochester, NY",1710,1733,23,1,1700-1759,1834,1917,43,1800-1859,0,,84,104,246,1,0,0,20,0,23,
1,7,1,YX,N104HQ,4645,12953,LGA,"New York, NY",11066,CMH,"Columbus, OH",0554,0551,0,0,0001-0559,0750,0737,0,0700-0759,0,,116,106,479,2,,,,,,
1,2,3,WN,N8561Z,2834,14893,SMF,"Sacramento, CA",14107,PHX,"Phoenix, AZ",1555,1608,13,0,1500-1559,1840,1902,22,1800-1859,0,,105,114,647,3,13,0,9,0,0,
1,17,4,WN,N932WN,359,11697,FLL,"Fort Lauderdale, FL",10423,AUS,"Austin, TX",1630,1635,5,0,1600-1659,1845,1904,19,1800-1859,0,,195,209,1105,5,0,0,19,0,0,
1,13,7,9E,N176PQ,3285,11433,DTW,"Detroit, MI",12339,IND,"Indianapolis, IN",0955,1011,16,1,0900-0959,1124,1116,0,1100-1159,0,,89,65,231,1,,,,,,
1,21,1,OO,N609SK,4124,10397,ATL,"Atlanta, GA",10781,BTR,"Baton Rouge, LA",1618,1645,27,1,1600-1659,1659,1716,17,1600-1659,0,,101,91,448,2,0,0,0,0,17,
1,20,7,AA,N657AW,579,14122,PIT,"Pittsburgh, PA",14107,PHX,"Phoenix, AZ",1724,1716,0,0,1700-1759,2008,1945,0,2000-2059,0,,284,269,1814,8,,,,,,
1,28,1,WN,N7853B,2033,14683,SAT,"San Antonio, TX",11259,DAL,"Dallas, TX",1755,1750,0,0,1700-1759,1900,1847,0,1900-1959,0,,65,57,247,1,,,,,,
1,24,4,OO,N752EV,3169,12892,LAX,"Los Angeles, CA",10372,ASE,"Aspen, CO",0810,0821,11,0,0800-0859,1122,1139,17,1100-1159,0,,132,138,737,3,8,0,6,0,3,
1,18,5,NK,N652NK,643,11433,DTW,"Detroit, MI",15304,TPA,"Tampa, FL",0800,0748,0,0,0800-0859,1045,1020,0,1000-1059,0,,165,152,983,4,,,,,,
1,26,6,YV,N946LR,5959,13367,MLI,"Moline, IL",11298,DFW,"Dallas/Fort Worth, TX",1322,1359,37,1,1300-1359,1544,1636,52,1500-1559,0,,142,157,691,3,0,0,15,0,37,
1,26,6,OO,N873AS,3925,11433,DTW,"Detroit, MI",10785,BTV,"Burlington, VT",1544,1651,67,1,1500-1559,1735,1827,52,1700-1759,0,,111,96,537,3,52,0,0,0,0,
1,7,1,UA,,500,12339,IND,"Indianapolis, IN",14771,SFO,"San Francisco, CA",0716,,,,0700-0759,0928,,,0900-0959,1,B,312,,1943,8,,,,,,
1,8,2,9E,N197PQ,5193,10599,BHM,"Birmingham, AL",11433,DTW,"Detroit, MI",1147,1144,0,0,1100-1159,1452,1444,0,1400-1459,0,,125,120,625,3,,,,,,
1,18,5,WN,N470WN,2188,14831,SJC,"San Jose, CA",14107,PHX,"Phoenix, AZ",1245,1249,4,0,1200-1259,1540,1525,0,1500-1559,0,,115,96,621,3,,,,,,
1,15,2,WN,N7734H,843,12889,LAS,"Las Vegas, NV",13891,ONT,"Ontario, CA",2100,2351,171,1,2100-2159,2200,0046,166,2200-2259,0,,60,55,197,1,22,0,0,0,144,
